ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
272,5.2,0.6,0.07,Moderate,0.044,33.0,147.0,0.99-1.00,Acidic,0.58,9%,5
273,5.8,0.25,0.26,High,0.051,44.0,148.0,0.99-1.00,Acidic,0.38,9%,5
274,6.6,0.58,0.3,Low,0.057,30.0,29.0,0.99-1.00,Acidic,0.38,9%,5
275,7.0,0.29,0.54,Moderate,0.046,59.0,234.0,0.99-1.00,Acidic,0.61,9%,5
276,6.6,0.19,0.41,Moderate,0.046,51.0,169.0,0.99-1.00,Acidic,0.57,9%,6
277,6.7,0.2,0.41,Moderate,0.044,50.0,166.0,0.99-1.00,Acidic,0.58,9%,6
278,7.7,0.26,0.4,Low,0.042,9.0,60.0,0.99-1.00,Highly Acidic,0.5,10%,5
279,6.8,0.32,0.35,Low,0.044,14.0,67.0,0.99-1.00,Acidic,0.47,10%,4
280,7.0,0.3,0.49,Low,0.036,17.0,105.0,0.99-1.00,Acidic,0.68,12%,7
281,7.0,0.24,0.36,Low,0.034,22.0,112.0,0.99-1.00,Acidic,0.38,12%,8
282,6.1,0.31,0.58,Low,0.039,36.0,114.0,0.99-1.00,Acidic,0.6,12%,8
283,6.8,0.44,0.37,Low,0.047,46.0,201.0,0.99-1.00,Acidic,0.65,10%,4
284,6.7,0.34,0.3,High,0.054,51.0,196.0,0.99-1.00,Acidic,0.49,9%,5
285,7.1,0.35,0.24,High,0.055,46.0,198.0,0.99-1.00,Acidic,0.49,8%,5
286,7.3,0.32,0.25,Moderate,0.056,47.0,180.0,0.99-1.00,Acidic,0.47,8%,5
287,6.5,0.28,0.33,High,0.053,51.0,190.0,0.99-1.00,Acidic,0.51,9%,6
288,7.2,0.23,0.39,High,0.058,49.0,192.0,0.99-1.00,Highly Acidic,0.48,9%,7
289,7.2,0.23,0.39,High,0.058,49.0,192.0,0.99-1.00,Highly Acidic,0.48,9%,7
290,7.2,0.23,0.39,High,0.058,49.0,192.0,0.99-1.00,Highly Acidic,0.48,9%,7
291,,0.23,0.39,High,0.058,49.0,192.0,0.99-1.00,Highly Acidic,0.48,9%,7
292,5.9,0.15,0.31,Low,0.041,53.0,155.0,0.99-1.00,Acidic,0.46,10%,6
293,7.4,0.28,0.42,High,0.066,53.0,195.0,>1.00,Highly Acidic,0.44,9%,5
294,6.2,0.28,0.22,Moderate,0.041,26.0,157.0,0.99-1.00,Acidic,0.64,9%,7
295,9.1,0.58,0.38,Low,0.066,34.0,182.0,0.99-1.00,Acidic,0.38,8%,3
296,6.3,,0.27,Low,0.046,34.0,175.0,0.99-1.00,Acidic,0.54,9%,6
297,8.3,,0.7,Moderate,0.045,33.0,169.0,0.99-1.00,Acidic,0.57,9%,5
298,7.2,0.19,0.46,Low,0.041,82.0,187.0,0.99-1.00,Acidic,0.6,11%,7
299,7.5,0.17,0.44,Moderate,0.046,65.0,146.0,0.99-1.00,Acidic,0.45,10%,6
300,6.7,0.17,0.5,Low,0.043,27.0,122.0,0.99-1.00,Acidic,0.45,10%,6
301,6.1,0.41,0.0,Low,0.063,36.0,87.0,0.99-1.00,Acidic,0.67,10%,6
302,8.3,0.2,0.35,Low,0.05,12.0,74.0,0.99-1.00,Acidic,0.38,10%,6
303,6.1,0.41,0.0,Low,0.063,36.0,87.0,0.99-1.00,Acidic,0.67,10%,6
304,6.0,0.29,0.21,Low,0.055,42.0,168.0,0.99-1.00,Acidic,0.43,11%,6
305,7.3,0.41,0.24,Low,0.057,41.0,163.0,0.99-1.00,Acidic,0.41,9%,6
306,7.3,0.41,0.24,Low,0.057,41.0,163.0,0.99-1.00,Acidic,0.41,9%,6
307,7.2,0.43,0.24,Low,0.058,40.0,163.0,0.99-1.00,Acidic,0.41,9%,5
308,7.3,0.4,0.24,Low,0.058,41.0,166.0,0.99-1.00,Acidic,0.41,9%,6
309,6.2,0.33,0.27,Low,0.036,30.0,134.0,0.99-1.00,Acidic,0.42,10%,7
310,6.2,0.31,0.26,Low,0.037,36.0,148.0,0.99-1.00,Acidic,0.41,10%,6
311,6.1,0.36,0.27,Low,0.035,16.0,100.0,0.99-1.00,Acidic,0.71,11%,7
312,5.0,0.55,0.14,Moderate,0.032,35.0,164.0,0.99-1.00,Acidic,0.51,12%,8
313,7.8,0.25,0.41,Low,0.042,37.0,149.0,0.99-1.00,Acidic,0.45,10%,6
314,5.7,,0.21,Low,0.038,51.0,166.0,0.99-1.00,Acidic,0.63,10%,6
315,5.8,0.34,0.21,Low,0.04,50.0,167.0,0.99-1.00,Acidic,0.62,10%,5
316,6.8,0.28,0.6,Low,0.132,42.0,127.0,0.99-1.00,Acidic,0.44,9%,6
317,6.8,0.25,0.34,Low,0.031,34.0,134.0,0.99-1.00,Acidic,0.38,10%,6
318,6.6,0.24,0.35,Moderate,0.031,36.0,135.0,0.99-1.00,Acidic,0.37,10%,5
319,5.9,0.3,0.47,Moderate,0.03,19.0,133.0,0.99-1.00,Acidic,0.43,11%,7
320,6.1,0.125,0.25,Low,0.04,10.0,69.0,0.99-1.00,Acidic,0.59,10%,6
321,6.0,0.1,0.24,Low,0.041,15.0,65.0,0.99-1.00,Acidic,0.59,10%,7
322,6.6,0.24,0.35,Moderate,0.031,36.0,135.0,0.99-1.00,Acidic,0.37,10%,5
323,6.8,0.25,0.34,Low,0.031,34.0,134.0,0.99-1.00,Acidic,0.38,10%,6
324,6.8,0.28,0.44,Moderate,0.031,35.0,137.0,0.99-1.00,Acidic,0.36,10%,6
325,8.3,0.41,0.51,Low,0.046,11.0,207.0,0.99-1.00,Acidic,0.55,11%,5
326,7.5,0.27,0.31,Low,0.057,131.0,313.0,0.99-1.00,Acidic,0.59,10%,5
327,7.9,0.26,0.41,High,0.04,38.0,216.0,0.99-1.00,Highly Acidic,0.6,10%,6
328,6.4,0.34,0.23,Low,0.039,37.0,143.0,0.99-1.00,Acidic,0.66,10%,6
329,6.5,0.28,0.35,High,0.042,55.0,195.0,0.99-1.00,Acidic,0.5,9%,6
330,7.2,0.21,0.41,Low,0.036,33.0,85.0,0.99-1.00,Acidic,0.51,10%,5
331,6.4,0.32,0.35,Low,0.03,34.0,101.0,0.99-1.00,Acidic,0.6,12%,8
332,6.8,0.24,0.34,Low,0.032,37.0,135.0,0.99-1.00,Acidic,0.39,10%,5
333,6.3,0.23,0.3,Low,0.033,16.0,91.0,0.99-1.00,Acidic,0.4,11%,6
334,6.5,0.28,0.34,Moderate,0.038,30.0,133.0,0.99-1.00,Acidic,0.44,9%,5
335,5.6,0.26,0.26,Low,0.031,12.0,80.0,0.99-1.00,Acidic,0.38,10%,5
336,6.3,0.23,0.3,Low,0.033,16.0,91.0,0.99-1.00,Acidic,0.4,11%,6
337,6.3,0.23,0.34,Low,0.036,15.0,105.0,0.99-1.00,Acidic,0.42,11%,6
338,5.8,0.27,0.27,Moderate,0.045,55.0,170.0,0.99-1.00,Acidic,0.42,9%,6
339,5.9,0.25,0.4,Low,0.047,12.0,139.0,0.99-1.00,Acidic,0.53,10%,5
340,6.6,0.18,0.35,Low,0.049,49.0,141.0,0.99-1.00,Acidic,0.85,10%,7
341,7.4,0.2,0.43,Moderate,0.045,27.0,153.0,0.99-1.00,Acidic,0.55,9%,7
342,8.0,0.24,0.36,Low,0.047,17.0,129.0,0.99-1.00,Acidic,0.54,10%,6
343,6.4,0.27,0.41,Moderate,0.044,30.0,140.0,0.99-1.00,Acidic,0.47,9%,6
344,5.4,0.31,0.47,Low,0.053,46.0,144.0,0.99-1.00,Acidic,0.77,10%,5
345,5.4,0.29,0.47,Low,0.052,47.0,145.0,0.99-1.00,Acidic,0.75,10%,6
346,7.1,0.145,0.33,Low,0.05,33.0,131.0,0.99-1.00,Acidic,0.4,9%,6
347,5.6,0.34,0.1,Low,0.031,20.0,68.0,0.99-1.00,Acidic,0.51,11%,7
348,6.7,0.19,0.41,High,0.056,75.0,155.0,0.99-1.00,Acidic,0.44,8%,6
349,7.8,0.18,0.46,High,0.052,38.0,118.0,0.99-1.00,Acidic,0.5,10%,6
350,7.6,0.17,0.45,Moderate,0.054,56.0,137.0,0.99-1.00,Acidic,0.47,10%,5
351,6.3,0.12,0.36,Low,0.044,47.0,146.0,,Acidic,0.74,11%,7
352,7.3,0.33,0.4,Low,0.038,32.0,138.0,0.99-1.00,Acidic,0.3,11%,7
353,5.5,0.335,0.3,Low,0.071,27.0,128.0,0.99-1.00,Acidic,0.51,9%,6
354,7.3,0.33,0.4,Low,0.038,32.0,138.0,0.99-1.00,Acidic,0.3,11%,7
355,5.8,0.4,0.42,Low,0.047,38.5,245.0,0.99-1.00,Acidic,0.57,9%,6
356,,0.22,0.37,High,0.063,48.0,191.0,,Highly Acidic,0.38,9%,6
357,7.3,0.22,0.36,High,0.063,48.0,191.0,0.99-1.00,Highly Acidic,0.38,9%,6
358,6.1,0.36,0.33,Low,0.05,24.0,169.0,0.99-1.00,Acidic,0.78,9%,6
359,10.0,0.2,0.39,Low,0.05,19.0,152.0,0.99-1.00,Acidic,0.42,10%,6
360,6.9,0.24,0.34,Low,0.04,43.0,161.0,0.99-1.00,Acidic,0.59,10%,6
361,6.4,0.24,0.32,High,0.047,54.0,162.0,0.99-1.00,Acidic,0.5,10%,6
362,7.1,0.365,0.14,Low,0.055,24.0,84.0,0.99-1.00,Acidic,0.43,8%,5
363,6.8,0.15,0.3,Low,0.05,40.0,127.0,0.99-1.00,Acidic,0.39,9%,6
364,7.3,0.22,0.37,High,0.063,48.0,191.0,0.99-1.00,Highly Acidic,0.38,9%,6
365,6.8,0.16,0.4,Low,0.037,18.0,102.0,0.99-1.00,Acidic,0.42,11%,7
366,6.0,0.26,0.32,Low,0.028,29.0,113.0,0.99-1.00,Acidic,0.71,12%,7
367,6.0,0.18,0.27,Low,0.089,40.0,143.0,0.99-1.00,Acidic,0.62,10%,6
368,6.9,0.33,0.21,Low,0.053,39.0,148.0,0.99-1.00,Acidic,0.45,9%,6
369,7.7,0.29,0.48,Low,0.049,36.0,178.0,0.99-1.00,Acidic,0.64,10%,6
370,7.1,0.39,0.36,Moderate,0.044,26.0,72.0,0.99-1.00,Acidic,0.29,11%,5
371,6.9,0.33,0.21,Low,0.053,39.0,148.0,0.99-1.00,Acidic,0.45,9%,6
372,7.7,0.29,0.48,Low,0.049,36.0,178.0,0.99-1.00,Acidic,0.64,10%,6
373,6.6,0.905,0.19,Low,0.048,17.0,204.0,0.99-1.00,Acidic,0.56,10%,5
374,7.2,0.27,0.27,Low,0.048,30.0,149.0,0.99-1.00,Acidic,0.51,9%,6
375,5.1,0.33,0.22,Low,0.027,18.0,89.0,<0.99,Acidic,0.38,12%,7
376,5.1,0.33,0.22,Low,0.027,18.0,89.0,<0.99,Acidic,0.38,12%,7
377,6.4,0.31,0.28,Low,0.037,12.0,119.0,0.99-1.00,Acidic,0.51,10%,7
378,7.3,0.2,0.44,Low,0.045,21.0,98.0,0.99-1.00,Acidic,0.46,10%,7
379,5.7,0.32,0.5,Low,0.049,17.0,155.0,0.99-1.00,Acidic,0.64,10%,6
380,6.4,0.31,0.28,Low,0.037,12.0,119.0,0.99-1.00,Acidic,0.51,10%,7
381,7.3,0.2,0.44,Low,0.045,21.0,98.0,0.99-1.00,Acidic,0.46,10%,7
382,7.2,0.28,0.26,Moderate,0.046,48.0,179.0,,Acidic,0.52,9%,6
383,7.5,0.35,0.28,Moderate,0.051,26.0,157.0,0.99-1.00,Acidic,0.53,9%,6
384,7.2,0.27,0.27,Low,0.048,30.0,149.0,0.99-1.00,Acidic,0.51,9%,6
385,6.0,0.36,0.39,Low,0.027,20.0,125.0,0.99-1.00,Acidic,0.39,11%,7
386,5.1,0.33,0.22,Low,0.027,18.0,89.0,<0.99,Acidic,0.38,12%,7
387,5.0,0.17,0.56,Low,0.026,24.0,115.0,0.99-1.00,Acidic,0.39,10%,7
388,6.3,0.39,0.35,Low,0.04,82.5,260.0,0.99-1.00,Acidic,0.66,10%,5
389,6.7,0.21,0.32,Low,0.047,29.0,140.0,0.99-1.00,Acidic,0.46,9%,6
390,7.0,0.3,0.38,High,0.032,60.0,181.0,0.99-1.00,Acidic,0.61,9%,7
391,7.0,0.3,0.38,High,0.032,60.0,181.0,0.99-1.00,Acidic,0.61,9%,7
392,6.5,0.36,0.32,Low,0.031,13.0,66.0,0.99-1.00,Acidic,0.46,10%,5
393,6.1,0.55,0.15,Moderate,0.031,19.0,125.0,0.99-1.00,Acidic,0.47,10%,6
394,7.3,0.24,0.43,Low,0.021,20.0,69.0,0.99-1.00,Acidic,0.56,12%,6
395,6.8,0.37,0.51,Moderate,0.044,62.0,163.0,0.99-1.00,Acidic,0.44,8%,5
396,6.8,0.27,0.11,Low,0.04,87.0,168.0,0.99-1.00,Acidic,0.41,10%,5
397,8.2,0.28,0.42,Low,0.031,30.0,93.0,0.99-1.00,Acidic,0.39,11%,5
398,6.3,0.2,0.4,Low,0.037,35.0,107.0,0.99-1.00,Acidic,0.5,11%,6
399,,0.26,0.27,High,0.048,52.0,168.0,0.99-1.00,Acidic,0.44,9%,5
400,6.4,0.19,0.42,Low,0.032,32.0,83.0,0.99-1.00,Acidic,0.41,11%,6
401,6.3,0.2,0.4,Low,0.037,35.0,107.0,0.99-1.00,Acidic,0.5,11%,6
402,6.8,0.37,0.51,Moderate,0.044,62.0,163.0,0.99-1.00,Acidic,0.44,8%,5
403,6.1,0.35,0.07,Low,0.069,22.0,108.0,0.99-1.00,Acidic,0.52,9%,5
404,7.1,0.27,0.31,High,0.046,55.0,252.0,>1.00,Acidic,0.56,8%,5
405,6.8,0.22,0.31,Low,0.035,33.0,170.0,0.99-1.00,Acidic,0.66,12%,6
406,6.8,0.27,0.12,Low,0.04,87.0,85.0,0.99-1.00,Acidic,0.41,10%,5
407,5.8,0.28,0.34,Low,0.031,40.0,99.0,<0.99,Acidic,0.39,12%,7
408,6.9,0.49,0.24,Low,0.049,13.0,125.0,0.99-1.00,Acidic,0.51,9%,5
409,6.3,0.14,0.39,Low,0.044,26.0,116.0,0.99-1.00,Acidic,0.53,10%,6
410,8.2,0.28,0.42,Low,0.031,30.0,93.0,0.99-1.00,Acidic,0.39,11%,5
411,7.2,0.25,0.39,High,0.038,42.0,155.0,0.99-1.00,Highly Acidic,0.47,9%,6
412,7.3,0.28,0.36,Moderate,0.04,38.0,140.0,0.99-1.00,Acidic,0.79,9%,6
413,7.2,0.19,0.39,Low,0.036,32.0,85.0,0.99-1.00,Acidic,0.5,10%,5
414,7.2,0.19,0.39,Low,0.036,32.0,85.0,0.99-1.00,Acidic,0.5,10%,5
415,7.2,0.25,0.39,High,0.038,42.0,155.0,0.99-1.00,Highly Acidic,0.47,9%,6
416,7.3,0.28,0.36,Moderate,0.04,38.0,140.0,0.99-1.00,Acidic,0.79,9%,6
417,7.4,0.21,0.27,Low,0.041,27.0,99.0,0.99-1.00,Acidic,0.32,9%,6
418,6.8,0.26,0.22,Moderate,0.047,57.0,210.0,0.99-1.00,Acidic,0.47,9%,5
419,7.4,0.21,0.27,Low,0.041,27.0,99.0,0.99-1.00,Acidic,0.33,9%,6
420,7.4,0.31,0.28,Low,0.05,33.0,137.0,0.99-1.00,Acidic,0.56,10%,6
421,7.0,0.22,0.31,Low,0.03,41.0,136.0,<0.99,Acidic,0.37,12%,7
422,7.0,0.21,0.28,Moderate,0.045,37.0,222.0,0.99-1.00,Acidic,0.54,10%,6
423,7.0,0.21,0.28,Moderate,0.045,37.0,221.0,0.99-1.00,Acidic,0.54,10%,6
424,7.0,0.21,0.28,Moderate,0.045,37.0,221.0,0.99-1.00,Acidic,0.54,10%,6
425,6.9,0.23,0.38,Moderate,0.047,47.0,162.0,0.99-1.00,Acidic,0.52,10%,7
426,7.0,0.21,0.28,Moderate,0.045,37.0,222.0,0.99-1.00,Acidic,0.54,10%,6
427,7.0,0.21,0.28,Moderate,0.045,37.0,221.0,0.99-1.00,Acidic,0.54,10%,6
428,6.8,0.29,0.5,High,0.053,48.0,194.0,0.99-1.00,Acidic,0.46,9%,5
429,,0.21,0.27,Low,0.051,20.0,89.0,0.99-1.00,Acidic,0.46,9%,5
430,7.1,0.31,0.47,High,0.056,54.0,197.0,0.99-1.00,Acidic,0.49,9%,5
431,6.8,0.29,0.5,High,0.053,48.0,194.0,0.99-1.00,Acidic,0.45,9%,5
432,6.4,0.34,0.1,Low,0.048,19.0,84.0,0.99-1.00,Acidic,0.38,9%,5
433,7.4,0.155,0.34,Low,0.045,73.5,214.0,0.99-1.00,Acidic,0.61,9%,7
434,7.2,0.55,0.09,Low,0.108,16.0,151.0,0.99-1.00,Acidic,0.57,9%,4
435,7.0,0.23,0.36,Moderate,0.028,31.0,104.0,,Acidic,0.47,12%,8
436,6.9,0.2,0.37,Low,0.027,24.0,97.0,0.99-1.00,Acidic,0.49,12%,7
437,6.1,0.28,0.32,Low,0.042,23.0,218.5,0.99-1.00,Acidic,0.6,9%,5
438,6.6,0.16,0.32,Low,0.035,49.0,186.0,0.99-1.00,Acidic,0.64,12%,8
439,7.4,0.155,0.34,Low,0.045,73.5,214.0,0.99-1.00,Acidic,0.61,9%,7
440,6.2,0.35,0.04,Low,0.06,23.0,108.0,0.99-1.00,Acidic,0.54,9%,5
441,6.7,,0.37,Low,0.028,24.0,102.0,0.99-1.00,Acidic,0.59,11%,7
442,6.1,0.38,0.2,Low,0.033,25.0,137.0,0.99-1.00,Acidic,0.69,10%,6
443,6.0,0.25,0.28,Low,0.026,54.0,53.0,<0.99,Acidic,0.65,12%,8
444,6.6,0.52,0.44,Moderate,0.048,54.0,245.0,0.99-1.00,Acidic,0.54,9%,6
445,6.9,0.24,0.36,High,0.031,40.0,139.0,0.99-1.00,Acidic,0.33,11%,6
446,7.1,0.32,0.32,Moderate,0.038,16.0,66.0,0.99-1.00,Acidic,0.4,11%,3
447,5.8,0.28,0.27,Low,0.054,30.0,156.0,0.99-1.00,Acidic,0.42,12%,5
448,6.5,0.41,0.24,High,0.048,24.0,113.0,0.99-1.00,Acidic,0.53,9%,6
449,6.5,0.41,0.24,High,0.048,24.0,113.0,0.99-1.00,Acidic,0.53,9%,6
450,,0.28,0.29,Low,0.052,34.0,127.0,0.99-1.00,Acidic,0.56,10%,7
451,7.2,0.6,0.2,Moderate,0.07,21.0,174.0,0.99-1.00,Acidic,0.54,9%,5
452,6.1,0.2,0.25,Low,0.038,34.0,128.0,0.99-1.00,Acidic,0.44,10%,5
453,5.9,0.46,0.14,Low,0.042,27.0,160.0,0.99-1.00,Acidic,0.51,10%,7
454,6.0,0.27,0.27,Low,0.046,32.0,113.0,0.99-1.00,Acidic,0.51,10%,7
455,6.4,0.28,0.29,Low,0.052,34.0,127.0,0.99-1.00,Acidic,0.58,10%,7
456,6.4,0.41,0.24,High,0.048,24.0,113.0,0.99-1.00,Acidic,0.53,9%,6
457,6.3,0.23,0.31,Low,0.022,11.0,82.0,<0.99,Acidic,0.4,12%,7
458,7.1,0.21,0.27,Moderate,0.056,26.0,111.0,0.99-1.00,Highly Acidic,0.52,9%,5
459,6.0,0.37,0.32,Low,0.053,31.0,218.5,0.99-1.00,Acidic,0.72,9%,6
460,6.1,0.43,0.35,Moderate,0.059,83.0,249.0,0.99-1.00,Acidic,0.5,8%,5
461,7.1,0.21,0.27,Moderate,0.056,26.0,111.0,,Highly Acidic,0.52,9%,5
462,7.0,0.25,0.29,High,0.047,40.0,171.0,0.99-1.00,Acidic,0.45,9%,5
463,,0.25,0.19,Moderate,0.047,50.0,162.0,0.99-1.00,Acidic,0.38,9%,5
464,6.8,0.32,0.21,Low,0.044,15.0,68.0,0.99-1.00,Acidic,0.39,9%,6
465,7.2,0.39,0.62,Moderate,0.047,66.0,178.0,0.99-1.00,Acidic,0.5,8%,5
466,6.3,0.21,0.58,Moderate,0.081,34.0,126.0,0.99-1.00,Highly Acidic,0.46,8%,5
467,7.0,0.14,0.32,Moderate,0.039,54.0,141.0,0.99-1.00,Acidic,0.43,9%,6
468,6.8,0.32,0.21,Low,0.044,15.0,68.0,0.99-1.00,Acidic,0.39,9%,6
469,7.2,0.39,0.62,Moderate,0.047,66.0,178.0,0.99-1.00,Acidic,0.5,8%,5
470,7.2,0.29,0.53,High,0.047,59.0,182.0,,Acidic,0.52,9%,5
471,8.6,0.37,0.7,Moderate,0.039,21.0,158.0,0.99-1.00,Acidic,0.73,9%,6
472,6.5,0.38,0.34,Low,0.036,34.0,200.0,0.99-1.00,Acidic,0.76,10%,5
473,6.6,0.24,0.29,Low,0.023,19.0,86.0,0.99-1.00,Acidic,0.45,12%,6
474,7.0,0.17,0.31,Low,0.034,34.0,132.0,0.99-1.00,Acidic,0.48,9%,7
475,5.5,0.17,0.22,Low,0.03,30.0,102.0,0.99-1.00,Acidic,0.36,9%,6
476,7.0,0.24,0.51,Moderate,0.029,55.0,227.0,0.99-1.00,Acidic,0.61,9%,5
477,7.4,0.28,0.37,Low,0.028,42.0,105.0,<0.99,Highly Acidic,0.39,12%,7
478,,0.22,0.29,Low,0.037,29.0,115.0,0.99-1.00,Acidic,0.58,10%,6
479,7.1,0.55,0.13,Low,0.073,21.0,165.0,0.99-1.00,Highly Acidic,0.58,9%,6
480,6.3,0.22,0.33,Low,0.041,67.0,164.0,0.99-1.00,Acidic,0.56,10%,6
481,6.7,0.47,0.34,Moderate,0.043,31.0,172.0,0.99-1.00,Acidic,0.6,9%,5
482,5.9,0.36,0.41,Low,0.047,45.0,104.0,0.99-1.00,Acidic,0.51,10%,6
483,5.8,0.25,0.24,High,0.044,41.0,137.0,0.99-1.00,Acidic,0.42,9%,5
484,6.7,0.47,0.34,Moderate,0.043,31.0,172.0,0.99-1.00,Acidic,0.6,9%,5
485,6.2,0.37,0.3,Low,0.346,79.0,200.0,0.99-1.00,Acidic,0.58,9%,5
486,6.2,0.18,0.38,Low,0.028,36.0,117.0,0.99-1.00,Acidic,0.54,9%,6
487,6.0,0.16,0.37,Low,0.025,43.0,117.0,,Acidic,0.51,9%,6
488,6.6,0.34,0.28,Low,0.035,32.0,90.0,0.99-1.00,Acidic,0.42,10%,6
489,7.4,0.29,0.29,Low,0.045,53.0,180.0,0.99-1.00,Acidic,0.68,10%,6
490,7.4,0.26,0.31,Moderate,0.047,52.0,177.0,0.99-1.00,Acidic,0.45,8%,6
491,7.0,0.28,0.36,Low,0.035,8.0,70.0,<0.99,Acidic,0.46,12%,6
492,7.1,0.23,0.39,Low,0.032,12.0,65.0,<0.99,Acidic,0.4,12%,7
493,7.8,0.19,0.26,Moderate,0.039,42.0,182.0,0.99-1.00,Acidic,0.46,9%,6
494,6.3,0.19,0.28,Low,0.022,28.0,158.0,0.99-1.00,Acidic,0.64,11%,6
495,6.8,0.2,0.38,Low,0.04,27.0,103.0,0.99-1.00,Acidic,0.58,10%,6
496,5.7,0.44,0.13,Moderate,0.025,28.0,173.0,0.99-1.00,Acidic,0.48,12%,6
497,7.2,0.4,0.62,Moderate,0.041,70.0,189.0,0.99-1.00,Acidic,0.49,8%,4
498,6.8,0.23,0.32,Low,0.026,43.0,147.0,0.99-1.00,Acidic,0.54,12%,6
499,5.7,0.335,0.34,Low,0.04,13.0,174.0,0.99-1.00,Acidic,0.66,10%,5
500,7.2,0.4,0.62,Moderate,0.041,70.0,189.0,0.99-1.00,Acidic,0.49,8%,4
501,7.2,0.28,0.54,High,0.045,54.0,200.0,0.99-1.00,Acidic,0.49,9%,6
502,6.8,0.19,0.58,High,0.038,51.0,164.0,0.99-1.00,Acidic,0.48,9%,6
503,6.4,0.3,0.3,Low,0.038,8.0,210.0,0.99-1.00,Acidic,0.62,9%,6
504,6.5,0.3,0.29,Low,0.037,8.0,210.0,0.99-1.00,Acidic,0.62,9%,5
505,7.8,0.18,0.31,Moderate,0.053,46.0,140.0,0.99-1.00,Acidic,0.53,8%,6
506,7.8,0.18,0.31,Moderate,0.053,46.0,140.0,0.99-1.00,Acidic,0.53,8%,6
507,7.3,0.51,0.26,Low,0.09,7.0,135.0,0.99-1.00,Acidic,0.52,8%,5
508,6.0,0.24,0.27,Low,0.048,40.0,170.0,0.99-1.00,Acidic,0.54,10%,7
509,5.9,0.62,0.28,Low,0.039,55.0,152.0,0.99-1.00,Acidic,0.44,12%,6
510,6.0,0.24,0.27,Low,0.048,40.0,170.0,0.99-1.00,Acidic,0.54,10%,7
511,6.7,0.27,0.12,Low,0.041,62.0,138.0,0.99-1.00,Acidic,0.42,10%,6
512,7.8,0.34,0.35,Low,0.042,8.0,167.0,0.99-1.00,Acidic,0.41,12%,6
513,7.3,0.26,0.36,Low,0.04,31.0,141.0,0.99-1.00,Acidic,0.59,11%,6
514,7.4,0.36,0.33,Low,0.025,27.0,55.0,0.99-1.00,Acidic,0.33,11%,6
515,7.8,0.28,0.32,Moderate,0.036,34.0,115.0,0.99-1.00,Acidic,0.39,10%,7
516,6.1,0.31,0.26,Low,0.051,28.0,167.0,0.99-1.00,Acidic,0.47,10%,6
517,6.8,0.18,0.37,Low,0.055,47.0,154.0,0.99-1.00,Acidic,0.45,9%,5
518,7.4,0.15,0.42,Low,0.045,49.0,154.0,0.99-1.00,Acidic,0.6,10%,6
519,5.9,0.13,0.28,Low,0.05,20.0,78.0,0.99-1.00,Acidic,0.64,10%,6
520,7.2,0.35,0.34,Moderate,0.048,7.0,41.0,0.99-1.00,Acidic,0.4,11%,5
521,7.9,0.19,0.26,Low,0.039,8.0,143.0,0.99-1.00,Acidic,0.74,9%,5
522,7.9,0.19,0.26,Low,0.039,8.0,143.0,0.99-1.00,Acidic,0.74,9%,5
523,6.9,,0.4,Low,0.038,22.0,101.0,0.99-1.00,Acidic,0.39,11%,6
524,5.8,0.36,0.31,Low,0.033,22.0,96.0,<0.99,Acidic,0.38,11%,6
525,5.6,0.35,0.37,Low,0.038,6.0,72.0,0.99-1.00,Acidic,0.34,11%,5
526,5.9,0.32,0.39,Low,0.114,24.0,140.0,0.99-1.00,Acidic,0.45,9%,6
527,7.2,0.31,0.46,Low,0.04,3.0,29.0,0.99-1.00,Acidic,0.53,12%,4
528,6.1,0.28,0.22,Low,0.034,32.0,116.0,,Acidic,0.44,12%,6
529,,0.36,0.02,Low,0.031,24.0,104.0,<0.99,Acidic,0.35,12%,6
530,5.6,0.19,0.47,Low,0.03,19.0,112.0,0.99-1.00,Acidic,0.45,11%,6
531,6.4,0.1,0.35,Low,0.048,31.0,103.0,0.99-1.00,Acidic,0.79,9%,6
532,6.4,0.18,0.48,Low,0.186,64.0,150.0,0.99-1.00,Acidic,0.4,9%,5
533,7.4,0.25,0.36,High,0.067,53.0,178.0,0.99-1.00,Acidic,0.48,9%,6
534,7.4,0.25,0.36,High,0.067,53.0,178.0,0.99-1.00,Acidic,0.48,9%,6
535,7.4,0.25,0.36,High,0.067,53.0,178.0,0.99-1.00,Acidic,0.48,9%,6
536,7.9,0.345,0.51,High,0.047,54.0,171.0,0.99-1.00,Acidic,0.51,9%,5
537,7.9,0.345,0.51,High,0.047,54.0,171.0,0.99-1.00,Acidic,0.51,9%,5
538,7.4,0.25,0.36,High,0.067,53.0,178.0,0.99-1.00,Acidic,0.48,9%,6
539,6.1,0.24,0.3,Low,0.045,22.0,61.0,0.99-1.00,Acidic,0.54,10%,5
540,6.8,0.25,0.24,Low,0.053,41.0,211.0,0.99-1.00,Acidic,0.67,9%,6
541,6.7,0.31,0.31,Moderate,0.04,10.0,175.0,0.99-1.00,Acidic,0.55,11%,4
542,7.2,0.46,0.65,Moderate,0.05,76.0,192.0,0.99-1.00,Acidic,0.42,8%,5
543,5.5,0.35,0.35,Low,0.045,14.0,167.0,0.99-1.00,Acidic,0.68,9%,6
544,6.7,0.24,0.41,Moderate,0.036,29.0,148.0,0.99-1.00,Acidic,0.62,9%,6
